,time,preci,pet
2016-08-04 01:00:00,2016-08-04 01:00:00,0.0,0.00021849333333333337
2016-08-04 02:00:00,2016-08-04 02:00:00,0.0,0.00021849333333333337
2016-08-04 03:00:00,2016-08-04 03:00:00,0.0,0.00021849333333333337
2016-08-04 04:00:00,2016-08-04 04:00:00,0.0,3.4846666666666666e-05
2016-08-04 05:00:00,2016-08-04 05:00:00,0.0,3.4846666666666666e-05
2016-08-04 06:00:00,2016-08-04 06:00:00,0.0,3.4846666666666666e-05
2016-08-04 07:00:00,2016-08-04 07:00:00,0.0,2.997333333333333e-05
2016-08-04 08:00:00,2016-08-04 08:00:00,0.0,2.997333333333333e-05
2016-08-04 09:00:00,2016-08-04 09:00:00,0.0,2.997333333333333e-05
2016-08-04 10:00:00,2016-08-04 10:00:00,0.0,2.448666666666667e-05
2016-08-04 11:00:00,2016-08-04 11:00:00,0.0,2.448666666666667e-05
2016-08-04 12:00:00,2016-08-04 12:00:00,0.0,2.448666666666667e-05
2016-08-04 13:00:00,2016-08-04 13:00:00,0.0,5.0573333333333326e-05
2016-08-04 14:00:00,2016-08-04 14:00:00,0.0,5.0573333333333326e-05
2016-08-04 15:00:00,2016-08-04 15:00:00,0.0,5.0573333333333326e-05
2016-08-04 16:00:00,2016-08-04 16:00:00,0.0,0.00025800666666666666
2016-08-04 17:00:00,2016-08-04 17:00:00,0.0,0.00025800666666666666
2016-08-04 18:00:00,2016-08-04 18:00:00,0.0,0.00025800666666666666
2016-08-04 19:00:00,2016-08-04 19:00:00,0.0,0.00041815333333333326
2016-08-04 20:00:00,2016-08-04 20:00:00,0.0,0.00041815333333333326
2016-08-04 21:00:00,2016-08-04 21:00:00,0.0,0.00041815333333333326
2016-08-04 22:00:00,2016-08-04 22:00:00,0.0,0.00040323333333333334
2016-08-04 23:00:00,2016-08-04 23:00:00,0.0,0.00040323333333333334
2016-08-05 00:00:00,2016-08-05 00:00:00,0.0,0.00040323333333333334
2016-08-05 01:00:00,2016-08-05 01:00:00,0.0,0.00020313333333333336
2016-08-05 02:00:00,2016-08-05 02:00:00,0.0,0.00020313333333333336
2016-08-05 03:00:00,2016-08-05 03:00:00,0.0,0.00020313333333333336
2016-08-05 04:00:00,2016-08-05 04:00:00,0.0,3.3220000000000004e-05
2016-08-05 05:00:00,2016-08-05 05:00:00,0.0,3.3220000000000004e-05
2016-08-05 06:00:00,2016-08-05 06:00:00,0.0,3.3220000000000004e-05
2016-08-05 07:00:00,2016-08-05 07:00:00,0.0,1.652666666666667e-05
2016-08-05 08:00:00,2016-08-05 08:00:00,0.0,1.652666666666667e-05
2016-08-05 09:00:00,2016-08-05 09:00:00,0.0,1.652666666666667e-05
2016-08-05 10:00:00,2016-08-05 10:00:00,0.0,1.3413333333333334e-05
2016-08-05 11:00:00,2016-08-05 11:00:00,0.0,1.3413333333333334e-05
2016-08-05 12:00:00,2016-08-05 12:00:00,0.0,1.3413333333333334e-05
2016-08-05 13:00:00,2016-08-05 13:00:00,0.0,4.051333333333334e-05
2016-08-05 14:00:00,2016-08-05 14:00:00,0.0,4.051333333333334e-05
2016-08-05 15:00:00,2016-08-05 15:00:00,0.0,4.051333333333334e-05
2016-08-05 16:00:00,2016-08-05 16:00:00,0.0,0.00021547999999999996
2016-08-05 17:00:00,2016-08-05 17:00:00,0.0,0.00021547999999999996
2016-08-05 18:00:00,2016-08-05 18:00:00,0.0,0.00021547999999999996
2016-08-05 19:00:00,2016-08-05 19:00:00,0.0,0.0003715466666666667
2016-08-05 20:00:00,2016-08-05 20:00:00,0.0,0.0003715466666666667
2016-08-05 21:00:00,2016-08-05 21:00:00,0.0,0.0003715466666666667
2016-08-05 22:00:00,2016-08-05 22:00:00,0.0,0.00035976666666666667
2016-08-05 23:00:00,2016-08-05 23:00:00,0.0,0.00035976666666666667
2016-08-06 00:00:00,2016-08-06 00:00:00,0.0,0.00035976666666666667
2016-08-06 01:00:00,2016-08-06 01:00:00,0.0,0.00018689999999999996
2016-08-06 02:00:00,2016-08-06 02:00:00,0.0,0.00018689999999999996
2016-08-06 03:00:00,2016-08-06 03:00:00,0.0,0.00018689999999999996
2016-08-06 04:00:00,2016-08-06 04:00:00,0.0,4.186666666666667e-05
2016-08-06 05:00:00,2016-08-06 05:00:00,0.0,4.186666666666667e-05
2016-08-06 06:00:00,2016-08-06 06:00:00,0.0,4.186666666666667e-05
2016-08-06 07:00:00,2016-08-06 07:00:00,0.0,2.210666666666667e-05
2016-08-06 08:00:00,2016-08-06 08:00:00,0.0,2.210666666666667e-05
2016-08-06 09:00:00,2016-08-06 09:00:00,0.0,2.210666666666667e-05
2016-08-06 10:00:00,2016-08-06 10:00:00,0.0,8.513333333333334e-06
2016-08-06 11:00:00,2016-08-06 11:00:00,0.0,8.513333333333334e-06
2016-08-06 12:00:00,2016-08-06 12:00:00,0.0,8.513333333333334e-06
2016-08-06 13:00:00,2016-08-06 13:00:00,0.0,3.183333333333333e-05
2016-08-06 14:00:00,2016-08-06 14:00:00,0.0,3.183333333333333e-05
2016-08-06 15:00:00,2016-08-06 15:00:00,0.0,3.183333333333333e-05
2016-08-06 16:00:00,2016-08-06 16:00:00,0.0,0.00022778000000000002
2016-08-06 17:00:00,2016-08-06 17:00:00,0.0,0.00022778000000000002
2016-08-06 18:00:00,2016-08-06 18:00:00,0.0,0.00022778000000000002
2016-08-06 19:00:00,2016-08-06 19:00:00,0.0,0.0003877133333333334
2016-08-06 20:00:00,2016-08-06 20:00:00,0.0,0.0003877133333333334
2016-08-06 21:00:00,2016-08-06 21:00:00,0.0,0.0003877133333333334
2016-08-06 22:00:00,2016-08-06 22:00:00,0.0,0.00038306
2016-08-06 23:00:00,2016-08-06 23:00:00,0.0,0.00038306
2016-08-07 00:00:00,2016-08-07 00:00:00,0.0,0.00038306
2016-08-07 01:00:00,2016-08-07 01:00:00,0.0,0.00020601333333333336
2016-08-07 02:00:00,2016-08-07 02:00:00,0.0,0.00020601333333333336
2016-08-07 03:00:00,2016-08-07 03:00:00,0.0,0.00020601333333333336
2016-08-07 04:00:00,2016-08-07 04:00:00,0.0,5.652666666666666e-05
2016-08-07 05:00:00,2016-08-07 05:00:00,0.0,5.652666666666666e-05
2016-08-07 06:00:00,2016-08-07 06:00:00,0.0,5.652666666666666e-05
2016-08-07 07:00:00,2016-08-07 07:00:00,0.0,4.4226666666666675e-05
2016-08-07 08:00:00,2016-08-07 08:00:00,0.0,4.4226666666666675e-05
2016-08-07 09:00:00,2016-08-07 09:00:00,0.0,4.4226666666666675e-05
2016-08-07 10:00:00,2016-08-07 10:00:00,0.0,3.186000000000001e-05
2016-08-07 11:00:00,2016-08-07 11:00:00,0.0,3.186000000000001e-05
2016-08-07 12:00:00,2016-08-07 12:00:00,0.0,3.186000000000001e-05
2016-08-07 13:00:00,2016-08-07 13:00:00,0.0,6.076666666666667e-05
2016-08-07 14:00:00,2016-08-07 14:00:00,0.0,6.076666666666667e-05
2016-08-07 15:00:00,2016-08-07 15:00:00,0.0,6.076666666666667e-05
2016-08-07 16:00:00,2016-08-07 16:00:00,0.0,0.0002406266666666667
2016-08-07 17:00:00,2016-08-07 17:00:00,0.0,0.0002406266666666667
2016-08-07 18:00:00,2016-08-07 18:00:00,0.0,0.0002406266666666667
2016-08-07 19:00:00,2016-08-07 19:00:00,0.0,0.00039811333333333334
2016-08-07 20:00:00,2016-08-07 20:00:00,0.0,0.00039811333333333334
2016-08-07 21:00:00,2016-08-07 21:00:00,0.0,0.00039811333333333334
2016-08-07 22:00:00,2016-08-07 22:00:00,0.0,0.0003901066666666667
2016-08-07 23:00:00,2016-08-07 23:00:00,0.0,0.0003901066666666667
2016-08-08 00:00:00,2016-08-08 00:00:00,0.0,0.0003901066666666667
2016-08-08 01:00:00,2016-08-08 01:00:00,0.0,0.00020251333333333332
2016-08-08 02:00:00,2016-08-08 02:00:00,0.0,0.00020251333333333332
2016-08-08 03:00:00,2016-08-08 03:00:00,0.0,0.00020251333333333332
2016-08-08 04:00:00,2016-08-08 04:00:00,0.0,3.530666666666667e-05
2016-08-08 05:00:00,2016-08-08 05:00:00,0.0,3.530666666666667e-05
2016-08-08 06:00:00,2016-08-08 06:00:00,0.0,3.530666666666667e-05
2016-08-08 07:00:00,2016-08-08 07:00:00,0.0,2.4113333333333332e-05
2016-08-08 08:00:00,2016-08-08 08:00:00,0.0,2.4113333333333332e-05
2016-08-08 09:00:00,2016-08-08 09:00:00,0.0,2.4113333333333332e-05
2016-08-08 10:00:00,2016-08-08 10:00:00,0.0,2.1153333333333333e-05
2016-08-08 11:00:00,2016-08-08 11:00:00,0.0,2.1153333333333333e-05
2016-08-08 12:00:00,2016-08-08 12:00:00,0.0,2.1153333333333333e-05
2016-08-08 13:00:00,2016-08-08 13:00:00,0.0,4.0513333333333324e-05
2016-08-08 14:00:00,2016-08-08 14:00:00,0.0,4.0513333333333324e-05
2016-08-08 15:00:00,2016-08-08 15:00:00,0.0,4.0513333333333324e-05
2016-08-08 16:00:00,2016-08-08 16:00:00,0.0,0.00024103333333333336
2016-08-08 17:00:00,2016-08-08 17:00:00,0.0,0.00024103333333333336
2016-08-08 18:00:00,2016-08-08 18:00:00,0.0,0.00024103333333333336
2016-08-08 19:00:00,2016-08-08 19:00:00,0.0,0.0004074266666666667
2016-08-08 20:00:00,2016-08-08 20:00:00,0.0,0.0004074266666666667
2016-08-08 21:00:00,2016-08-08 21:00:00,0.0,0.0004074266666666667
2016-08-08 22:00:00,2016-08-08 22:00:00,0.0,0.00039898
2016-08-08 23:00:00,2016-08-08 23:00:00,0.0,0.00039898
2016-08-09 00:00:00,2016-08-09 00:00:00,0.0,0.00039898
2016-08-09 01:00:00,2016-08-09 01:00:00,0.0,0.00020879999999999995
2016-08-09 02:00:00,2016-08-09 02:00:00,0.0,0.00020879999999999995
2016-08-09 03:00:00,2016-08-09 03:00:00,0.0,0.00020879999999999995
2016-08-09 04:00:00,2016-08-09 04:00:00,0.0,5.0520000000000004e-05
2016-08-09 05:00:00,2016-08-09 05:00:00,0.0,5.0520000000000004e-05
2016-08-09 06:00:00,2016-08-09 06:00:00,0.0,5.0520000000000004e-05
2016-08-09 07:00:00,2016-08-09 07:00:00,0.0,2.53e-05
2016-08-09 08:00:00,2016-08-09 08:00:00,0.0,2.53e-05
2016-08-09 09:00:00,2016-08-09 09:00:00,0.0,2.53e-05
2016-08-09 10:00:00,2016-08-09 10:00:00,0.0,1.8560000000000002e-05
2016-08-09 11:00:00,2016-08-09 11:00:00,0.0,1.8560000000000002e-05
2016-08-09 12:00:00,2016-08-09 12:00:00,0.0,1.8560000000000002e-05
2016-08-09 13:00:00,2016-08-09 13:00:00,0.0,4.068000000000001e-05
2016-08-09 14:00:00,2016-08-09 14:00:00,0.0,4.068000000000001e-05
2016-08-09 15:00:00,2016-08-09 15:00:00,0.0,4.068000000000001e-05
2016-08-09 16:00:00,2016-08-09 16:00:00,0.0,0.0002213533333333333
2016-08-09 17:00:00,2016-08-09 17:00:00,0.0,0.0002213533333333333
2016-08-09 18:00:00,2016-08-09 18:00:00,0.0,0.0002213533333333333
2016-08-09 19:00:00,2016-08-09 19:00:00,0.0,0.00036568666666666664
2016-08-09 20:00:00,2016-08-09 20:00:00,0.0,0.00036568666666666664
2016-08-09 21:00:00,2016-08-09 21:00:00,0.0,0.00036568666666666664
2016-08-09 22:00:00,2016-08-09 22:00:00,0.0,0.00036399999999999996
2016-08-09 23:00:00,2016-08-09 23:00:00,0.0,0.00036399999999999996
2016-08-10 00:00:00,2016-08-10 00:00:00,0.0,0.00036399999999999996
2016-08-10 01:00:00,2016-08-10 01:00:00,0.0,0.00016936666666666667
2016-08-10 02:00:00,2016-08-10 02:00:00,0.0,0.00016936666666666667
2016-08-10 03:00:00,2016-08-10 03:00:00,0.0,0.00016936666666666667
2016-08-10 04:00:00,2016-08-10 04:00:00,0.0,2.442e-05
2016-08-10 05:00:00,2016-08-10 05:00:00,0.0,2.442e-05
2016-08-10 06:00:00,2016-08-10 06:00:00,0.0,2.442e-05
2016-08-10 07:00:00,2016-08-10 07:00:00,0.0,1.3586666666666668e-05
2016-08-10 08:00:00,2016-08-10 08:00:00,0.0,1.3586666666666668e-05
2016-08-10 09:00:00,2016-08-10 09:00:00,0.0,1.3586666666666668e-05
2016-08-10 10:00:00,2016-08-10 10:00:00,0.0,1.0653333333333334e-05
2016-08-10 11:00:00,2016-08-10 11:00:00,0.0,1.0653333333333334e-05
2016-08-10 12:00:00,2016-08-10 12:00:00,0.0,1.0653333333333334e-05
2016-08-10 13:00:00,2016-08-10 13:00:00,0.0,2.093333333333333e-05
2016-08-10 14:00:00,2016-08-10 14:00:00,0.0,2.093333333333333e-05
2016-08-10 15:00:00,2016-08-10 15:00:00,0.0,2.093333333333333e-05
2016-08-10 16:00:00,2016-08-10 16:00:00,0.0,0.00019717333333333332
2016-08-10 17:00:00,2016-08-10 17:00:00,0.0,0.00019717333333333332
2016-08-10 18:00:00,2016-08-10 18:00:00,0.0,0.00019717333333333332
2016-08-10 19:00:00,2016-08-10 19:00:00,0.0,0.0003549733333333333
2016-08-10 20:00:00,2016-08-10 20:00:00,0.0,0.0003549733333333333
2016-08-10 21:00:00,2016-08-10 21:00:00,0.0,0.0003549733333333333
2016-08-10 22:00:00,2016-08-10 22:00:00,0.0,0.0003429933333333333
2016-08-10 23:00:00,2016-08-10 23:00:00,0.0,0.0003429933333333333
2016-08-11 00:00:00,2016-08-11 00:00:00,0.0,0.0003429933333333333
2016-08-11 01:00:00,2016-08-11 01:00:00,0.0,0.00015281333333333334
2016-08-11 02:00:00,2016-08-11 02:00:00,0.0,0.00015281333333333334
2016-08-11 03:00:00,2016-08-11 03:00:00,0.0,0.00015281333333333334
2016-08-11 04:00:00,2016-08-11 04:00:00,0.0,1.1239999999999999e-05
2016-08-11 05:00:00,2016-08-11 05:00:00,0.0,1.1239999999999999e-05
2016-08-11 06:00:00,2016-08-11 06:00:00,0.0,1.1239999999999999e-05
2016-08-11 07:00:00,2016-08-11 07:00:00,0.0,5.3333333333333345e-06
2016-08-11 08:00:00,2016-08-11 08:00:00,0.0,5.3333333333333345e-06
2016-08-11 09:00:00,2016-08-11 09:00:00,0.0,5.3333333333333345e-06
2016-08-11 10:00:00,2016-08-11 10:00:00,0.0,5.0066666666666664e-06
2016-08-11 11:00:00,2016-08-11 11:00:00,0.0,5.0066666666666664e-06
2016-08-11 12:00:00,2016-08-11 12:00:00,0.0,5.0066666666666664e-06
2016-08-11 13:00:00,2016-08-11 13:00:00,0.0,1.745333333333333e-05
2016-08-11 14:00:00,2016-08-11 14:00:00,0.0,1.745333333333333e-05
2016-08-11 15:00:00,2016-08-11 15:00:00,0.0,1.745333333333333e-05
2016-08-11 16:00:00,2016-08-11 16:00:00,0.0,0.00020012666666666663
2016-08-11 17:00:00,2016-08-11 17:00:00,0.0,0.00020012666666666663
2016-08-11 18:00:00,2016-08-11 18:00:00,0.0,0.00020012666666666663
2016-08-11 19:00:00,2016-08-11 19:00:00,0.0,0.0003615733333333334
2016-08-11 20:00:00,2016-08-11 20:00:00,0.0,0.0003615733333333334
2016-08-11 21:00:00,2016-08-11 21:00:00,0.0,0.0003615733333333334
2016-08-11 22:00:00,2016-08-11 22:00:00,0.0,0.00034432666666666664
2016-08-11 23:00:00,2016-08-11 23:00:00,0.0,0.00034432666666666664
2016-08-12 00:00:00,2016-08-12 00:00:00,0.0,0.00034432666666666664
2016-08-12 01:00:00,2016-08-12 01:00:00,0.0,0.00015382666666666664
2016-08-12 02:00:00,2016-08-12 02:00:00,0.0,0.00015382666666666664
2016-08-12 03:00:00,2016-08-12 03:00:00,0.0,0.00015382666666666664
2016-08-12 04:00:00,2016-08-12 04:00:00,0.0,1.7219999999999998e-05
2016-08-12 05:00:00,2016-08-12 05:00:00,0.0,1.7219999999999998e-05
2016-08-12 06:00:00,2016-08-12 06:00:00,0.0,1.7219999999999998e-05
2016-08-12 07:00:00,2016-08-12 07:00:00,0.0,9.859999999999999e-06
2016-08-12 08:00:00,2016-08-12 08:00:00,0.0,9.859999999999999e-06
2016-08-12 09:00:00,2016-08-12 09:00:00,0.0,9.859999999999999e-06
2016-08-12 10:00:00,2016-08-12 10:00:00,0.0,6.006666666666666e-06
2016-08-12 11:00:00,2016-08-12 11:00:00,0.0,6.006666666666666e-06
2016-08-12 12:00:00,2016-08-12 12:00:00,0.0,6.006666666666666e-06
2016-08-12 13:00:00,2016-08-12 13:00:00,0.0,1.9299999999999998e-05
2016-08-12 14:00:00,2016-08-12 14:00:00,0.0,1.9299999999999998e-05
2016-08-12 15:00:00,2016-08-12 15:00:00,0.0,1.9299999999999998e-05
2016-08-12 16:00:00,2016-08-12 16:00:00,0.0,0.00021222666666666665
2016-08-12 17:00:00,2016-08-12 17:00:00,0.0,0.00021222666666666665
2016-08-12 18:00:00,2016-08-12 18:00:00,0.0,0.00021222666666666665
2016-08-12 19:00:00,2016-08-12 19:00:00,1.12e-06,0.0003791533333333334
2016-08-12 20:00:00,2016-08-12 20:00:00,1.12e-06,0.0003791533333333334
2016-08-12 21:00:00,2016-08-12 21:00:00,1.12e-06,0.0003791533333333334
2016-08-12 22:00:00,2016-08-12 22:00:00,4.8e-07,0.00035557333333333335
2016-08-12 23:00:00,2016-08-12 23:00:00,4.8e-07,0.00035557333333333335
2016-08-13 00:00:00,2016-08-13 00:00:00,4.8e-07,0.00035557333333333335
2016-08-13 01:00:00,2016-08-13 01:00:00,0.0,0.00017084666666666667
2016-08-13 02:00:00,2016-08-13 02:00:00,0.0,0.00017084666666666667
2016-08-13 03:00:00,2016-08-13 03:00:00,0.0,0.00017084666666666667
2016-08-13 04:00:00,2016-08-13 04:00:00,0.0,2.488666666666667e-05
2016-08-13 05:00:00,2016-08-13 05:00:00,0.0,2.488666666666667e-05
2016-08-13 06:00:00,2016-08-13 06:00:00,0.0,2.488666666666667e-05
2016-08-13 07:00:00,2016-08-13 07:00:00,0.0,1.4e-05
2016-08-13 08:00:00,2016-08-13 08:00:00,0.0,1.4e-05
2016-08-13 09:00:00,2016-08-13 09:00:00,0.0,1.4e-05
2016-08-13 10:00:00,2016-08-13 10:00:00,0.0,5.62e-06
2016-08-13 11:00:00,2016-08-13 11:00:00,0.0,5.62e-06
2016-08-13 12:00:00,2016-08-13 12:00:00,0.0,5.62e-06
2016-08-13 13:00:00,2016-08-13 13:00:00,0.0,3.063333333333333e-05
2016-08-13 14:00:00,2016-08-13 14:00:00,0.0,3.063333333333333e-05
2016-08-13 15:00:00,2016-08-13 15:00:00,0.0,3.063333333333333e-05
2016-08-13 16:00:00,2016-08-13 16:00:00,0.0,0.00023896
2016-08-13 17:00:00,2016-08-13 17:00:00,0.0,0.00023896
2016-08-13 18:00:00,2016-08-13 18:00:00,0.0,0.00023896
2016-08-13 19:00:00,2016-08-13 19:00:00,0.0,0.0003972933333333333
2016-08-13 20:00:00,2016-08-13 20:00:00,0.0,0.0003972933333333333
2016-08-13 21:00:00,2016-08-13 21:00:00,0.0,0.0003972933333333333
2016-08-13 22:00:00,2016-08-13 22:00:00,0.0,0.0003946933333333333
2016-08-13 23:00:00,2016-08-13 23:00:00,0.0,0.0003946933333333333
2016-08-14 00:00:00,2016-08-14 00:00:00,0.0,0.0003946933333333333
2016-08-14 01:00:00,2016-08-14 01:00:00,0.0,0.00018567333333333334
2016-08-14 02:00:00,2016-08-14 02:00:00,0.0,0.00018567333333333334
2016-08-14 03:00:00,2016-08-14 03:00:00,0.0,0.00018567333333333334
2016-08-14 04:00:00,2016-08-14 04:00:00,0.0,2.887333333333333e-05
2016-08-14 05:00:00,2016-08-14 05:00:00,0.0,2.887333333333333e-05
2016-08-14 06:00:00,2016-08-14 06:00:00,0.0,2.887333333333333e-05
2016-08-14 07:00:00,2016-08-14 07:00:00,0.0,2.2493333333333334e-05
2016-08-14 08:00:00,2016-08-14 08:00:00,0.0,2.2493333333333334e-05
2016-08-14 09:00:00,2016-08-14 09:00:00,0.0,2.2493333333333334e-05
2016-08-14 10:00:00,2016-08-14 10:00:00,0.0,6.746666666666666e-06
2016-08-14 11:00:00,2016-08-14 11:00:00,0.0,6.746666666666666e-06
2016-08-14 12:00:00,2016-08-14 12:00:00,0.0,6.746666666666666e-06
2016-08-14 13:00:00,2016-08-14 13:00:00,0.0,3.547333333333333e-05
2016-08-14 14:00:00,2016-08-14 14:00:00,0.0,3.547333333333333e-05
2016-08-14 15:00:00,2016-08-14 15:00:00,0.0,3.547333333333333e-05
2016-08-14 16:00:00,2016-08-14 16:00:00,0.0,0.00024307999999999998
2016-08-14 17:00:00,2016-08-14 17:00:00,0.0,0.00024307999999999998
2016-08-14 18:00:00,2016-08-14 18:00:00,0.0,0.00024307999999999998
2016-08-14 19:00:00,2016-08-14 19:00:00,0.0,0.00041410000000000004
2016-08-14 20:00:00,2016-08-14 20:00:00,0.0,0.00041410000000000004
2016-08-14 21:00:00,2016-08-14 21:00:00,0.0,0.00041410000000000004
2016-08-14 22:00:00,2016-08-14 22:00:00,0.0,0.00039358
2016-08-14 23:00:00,2016-08-14 23:00:00,0.0,0.00039358
2016-08-15 00:00:00,2016-08-15 00:00:00,0.0,0.00039358
2016-08-15 01:00:00,2016-08-15 01:00:00,0.0,0.0001849
2016-08-15 02:00:00,2016-08-15 02:00:00,0.0,0.0001849
2016-08-15 03:00:00,2016-08-15 03:00:00,0.0,0.0001849
2016-08-15 04:00:00,2016-08-15 04:00:00,0.0,2.420666666666667e-05
2016-08-15 05:00:00,2016-08-15 05:00:00,0.0,2.420666666666667e-05
2016-08-15 06:00:00,2016-08-15 06:00:00,0.0,2.420666666666667e-05
2016-08-15 07:00:00,2016-08-15 07:00:00,0.0,1.5966666666666667e-05
2016-08-15 08:00:00,2016-08-15 08:00:00,0.0,1.5966666666666667e-05
2016-08-15 09:00:00,2016-08-15 09:00:00,0.0,1.5966666666666667e-05
2016-08-15 10:00:00,2016-08-15 10:00:00,0.0,1.1713333333333334e-05
2016-08-15 11:00:00,2016-08-15 11:00:00,0.0,1.1713333333333334e-05
2016-08-15 12:00:00,2016-08-15 12:00:00,0.0,1.1713333333333334e-05
2016-08-15 13:00:00,2016-08-15 13:00:00,0.0,2.9313333333333333e-05
2016-08-15 14:00:00,2016-08-15 14:00:00,0.0,2.9313333333333333e-05
2016-08-15 15:00:00,2016-08-15 15:00:00,0.0,2.9313333333333333e-05
2016-08-15 16:00:00,2016-08-15 16:00:00,0.0,0.00022989333333333332
2016-08-15 17:00:00,2016-08-15 17:00:00,0.0,0.00022989333333333332
2016-08-15 18:00:00,2016-08-15 18:00:00,0.0,0.00022989333333333332
2016-08-15 19:00:00,2016-08-15 19:00:00,0.0,0.00039750000000000007
2016-08-15 20:00:00,2016-08-15 20:00:00,0.0,0.00039750000000000007
2016-08-15 21:00:00,2016-08-15 21:00:00,0.0,0.00039750000000000007
2016-08-15 22:00:00,2016-08-15 22:00:00,0.0,0.00037692666666666667
2016-08-15 23:00:00,2016-08-15 23:00:00,0.0,0.00037692666666666667
2016-08-16 00:00:00,2016-08-16 00:00:00,0.0,0.00037692666666666667
2016-08-16 01:00:00,2016-08-16 01:00:00,0.0,0.0001804866666666667
2016-08-16 02:00:00,2016-08-16 02:00:00,0.0,0.0001804866666666667
2016-08-16 03:00:00,2016-08-16 03:00:00,0.0,0.0001804866666666667
2016-08-16 04:00:00,2016-08-16 04:00:00,0.0,2.7380000000000002e-05
2016-08-16 05:00:00,2016-08-16 05:00:00,0.0,2.7380000000000002e-05
2016-08-16 06:00:00,2016-08-16 06:00:00,0.0,2.7380000000000002e-05
2016-08-16 07:00:00,2016-08-16 07:00:00,0.0,1.4233333333333333e-05
2016-08-16 08:00:00,2016-08-16 08:00:00,0.0,1.4233333333333333e-05
2016-08-16 09:00:00,2016-08-16 09:00:00,0.0,1.4233333333333333e-05
2016-08-16 10:00:00,2016-08-16 10:00:00,0.0,7.5866666666666655e-06
2016-08-16 11:00:00,2016-08-16 11:00:00,0.0,7.5866666666666655e-06
2016-08-16 12:00:00,2016-08-16 12:00:00,0.0,7.5866666666666655e-06
2016-08-16 13:00:00,2016-08-16 13:00:00,0.0,2.3706666666666668e-05
2016-08-16 14:00:00,2016-08-16 14:00:00,0.0,2.3706666666666668e-05
2016-08-16 15:00:00,2016-08-16 15:00:00,0.0,2.3706666666666668e-05
2016-08-16 16:00:00,2016-08-16 16:00:00,0.0,0.00023027333333333334
2016-08-16 17:00:00,2016-08-16 17:00:00,0.0,0.00023027333333333334
2016-08-16 18:00:00,2016-08-16 18:00:00,0.0,0.00023027333333333334
2016-08-16 19:00:00,2016-08-16 19:00:00,0.0,0.00040006
2016-08-16 20:00:00,2016-08-16 20:00:00,0.0,0.00040006
2016-08-16 21:00:00,2016-08-16 21:00:00,0.0,0.00040006
2016-08-16 22:00:00,2016-08-16 22:00:00,0.0,0.0003761133333333333
2016-08-16 23:00:00,2016-08-16 23:00:00,0.0,0.0003761133333333333
2016-08-17 00:00:00,2016-08-17 00:00:00,0.0,0.0003761133333333333
2016-08-17 01:00:00,2016-08-17 01:00:00,0.0,0.00016568666666666665
2016-08-17 02:00:00,2016-08-17 02:00:00,0.0,0.00016568666666666665
2016-08-17 03:00:00,2016-08-17 03:00:00,0.0,0.00016568666666666665
2016-08-17 04:00:00,2016-08-17 04:00:00,0.0,2.432e-05
2016-08-17 05:00:00,2016-08-17 05:00:00,0.0,2.432e-05
2016-08-17 06:00:00,2016-08-17 06:00:00,0.0,2.432e-05
2016-08-17 07:00:00,2016-08-17 07:00:00,0.0,1.8426666666666668e-05
2016-08-17 08:00:00,2016-08-17 08:00:00,1.6213333333333333e-05,1.8426666666666668e-05
2016-08-17 09:00:00,2016-08-17 09:00:00,3.066666666666667e-06,1.8426666666666668e-05
2016-08-17 10:00:00,2016-08-17 10:00:00,0.0,1.6933333333333333e-05
2016-08-17 11:00:00,2016-08-17 11:00:00,0.0,1.6933333333333333e-05
2016-08-17 12:00:00,2016-08-17 12:00:00,0.0,1.6933333333333333e-05
2016-08-17 13:00:00,2016-08-17 13:00:00,0.0,2.619333333333334e-05
2016-08-17 14:00:00,2016-08-17 14:00:00,0.0,2.619333333333334e-05
2016-08-17 15:00:00,2016-08-17 15:00:00,0.0,2.619333333333334e-05
2016-08-17 16:00:00,2016-08-17 16:00:00,0.0,0.00022509999999999997
2016-08-17 17:00:00,2016-08-17 17:00:00,0.0,0.00022509999999999997
2016-08-17 18:00:00,2016-08-17 18:00:00,0.0,0.00022509999999999997
2016-08-17 19:00:00,2016-08-17 19:00:00,0.0,0.0003951333333333333
2016-08-17 20:00:00,2016-08-17 20:00:00,0.0,0.0003951333333333333
2016-08-17 21:00:00,2016-08-17 21:00:00,0.0,0.0003951333333333333
2016-08-17 22:00:00,2016-08-17 22:00:00,0.0,0.00037361999999999996
2016-08-17 23:00:00,2016-08-17 23:00:00,0.0,0.00037361999999999996
2016-08-18 00:00:00,2016-08-18 00:00:00,0.0,0.00037361999999999996
2016-08-18 01:00:00,2016-08-18 01:00:00,0.0,0.0001610333333333333
2016-08-18 02:00:00,2016-08-18 02:00:00,0.0,0.0001610333333333333
2016-08-18 03:00:00,2016-08-18 03:00:00,0.0,0.0001610333333333333
2016-08-18 04:00:00,2016-08-18 04:00:00,0.0,2.859333333333333e-05
2016-08-18 05:00:00,2016-08-18 05:00:00,0.0,2.859333333333333e-05
2016-08-18 06:00:00,2016-08-18 06:00:00,0.0,2.859333333333333e-05
2016-08-18 07:00:00,2016-08-18 07:00:00,0.0,1.5626666666666667e-05
2016-08-18 08:00:00,2016-08-18 08:00:00,0.0,1.5626666666666667e-05
2016-08-18 09:00:00,2016-08-18 09:00:00,0.0,1.5626666666666667e-05
